id,WELL,DEPTH,SP,GR,AC,label
14872,2,3078.88,58.52,152.8,209.41,0
14873,2,3079.0,58.48,152.05,207.4,0
14874,2,3079.13,58.44,153.16,208.54,0
14875,2,3079.25,58.42,153.42,209.49,0
14876,2,3079.38,58.38,153.2,210.54,0
14877,2,3079.5,58.36,153.88,210.79,2
14878,2,3079.63,58.3,159.87,210.14,2
14879,2,3079.75,58.23,172.22,207.92,2
14880,2,3079.88,58.18,179.84,207.86,2
14881,2,3080.0,58.01,200.57,213.42,2
14882,2,3080.13,57.88,204.75,215.57,2
14883,2,3080.25,57.81,202.76,216.32,2
14884,2,3080.38,57.66,193.43,217.19,2
14885,2,3080.5,57.5,179.66,212.94,0
14886,2,3080.63,57.42,171.26,210.14,0
14887,2,3080.75,57.23,153.33,204.18,0
14888,2,3080.88,57.13,145.37,200.23,0
14889,2,3081.0,56.96,136.95,194.06,0
14890,2,3081.13,56.68,133.4,189.5,0
14891,2,3081.25,56.51,134.72,190.34,0
14892,2,3081.38,56.11,140.94,196.14,0
14893,2,3081.5,55.63,149.02,203.31,0
14894,2,3081.63,55.36,152.34,206.12,0
14895,2,3081.75,54.77,154.29,209.34,0
14896,2,3081.88,54.15,147.85,208.44,0
14897,2,3082.0,53.56,136.71,203.84,0
14898,2,3082.13,53.02,127.49,197.66,0
14899,2,3082.25,52.62,123.11,191.28,0
14900,2,3082.38,52.48,122.66,189.29,0
14901,2,3082.5,52.35,125.03,187.43,0
14902,2,3082.63,52.36,126.97,186.73,0
14903,2,3082.75,52.55,128.41,188.01,0
14904,2,3082.88,52.93,125.58,192.78,0
14905,2,3083.0,53.18,123.97,193.74,0
14906,2,3083.13,53.75,124.16,193.31,0
14907,2,3083.25,54.4,132.29,194.95,0
14908,2,3083.38,54.73,139.4,195.83,0
14909,2,3083.5,55.39,155.84,196.43,2
14910,2,3083.63,55.99,167.6,198.0,2
14911,2,3083.75,56.27,170.13,199.19,2
14912,2,3083.88,56.76,170.83,201.09,2
14913,2,3084.0,56.96,170.64,201.93,2
14914,2,3084.13,57.29,171.26,203.47,2
14915,2,3084.25,57.51,173.6,203.12,2
14916,2,3084.38,57.57,175.35,202.72,2
14917,2,3084.5,57.61,179.85,204.46,2
14918,2,3084.63,57.51,186.61,207.33,2
14919,2,3084.75,57.41,190.9,208.2,2
14920,2,3084.88,57.11,197.59,212.41,2
14921,2,3085.0,56.65,195.02,218.84,2
14922,2,3085.13,56.36,189.6,219.35,2
14923,2,3085.25,55.66,176.53,215.54,2
14924,2,3085.38,54.84,168.35,212.77,2
14925,2,3085.5,54.4,166.19,210.97,2
14926,2,3085.63,53.48,162.59,205.07,2
14927,2,3085.75,53.02,159.73,202.82,2
14928,2,3085.88,52.15,148.32,199.85,2
14929,2,3086.0,51.45,131.51,193.43,0
14930,2,3086.13,51.14,122.15,189.06,0
14931,2,3086.25,50.67,109.37,184.81,0
14932,2,3086.38,50.46,104.66,184.57,0
14933,2,3086.5,50.45,103.4,184.35,0
14934,2,3086.63,50.6,101.7,184.61,0
14935,2,3086.75,50.97,101.09,185.92,0
14936,2,3086.88,51.22,102.42,186.16,0
14937,2,3087.0,52.0,110.84,186.94,0
14938,2,3087.13,52.66,118.27,189.37,0
14939,2,3087.25,53.01,121.39,190.95,0
14940,2,3087.38,53.69,126.62,194.26,0
14941,2,3087.5,54.03,129.4,195.31,0
14942,2,3087.63,54.68,135.7,194.25,0
14943,2,3087.75,55.3,141.38,192.8,0
14944,2,3087.88,55.6,143.73,194.28,0
14945,2,3088.0,56.16,148.14,200.1,0
14946,2,3088.13,56.69,152.37,206.62,0
14947,2,3088.25,56.93,154.48,211.26,0
14948,2,3088.38,57.4,158.87,222.25,0
14949,2,3088.5,57.81,163.29,229.15,2
14950,2,3088.63,57.99,164.77,230.8,2
14951,2,3088.75,58.33,165.41,232.81,2
14952,2,3088.88,58.48,165.0,233.41,2
14953,2,3089.0,58.63,164.56,233.59,2
14954,2,3089.13,58.87,164.79,231.66,2
14955,2,3089.25,58.96,165.08,229.58,2
14956,2,3089.38,59.12,165.53,225.06,2
14957,2,3089.5,59.24,167.96,223.63,2
14958,2,3089.63,59.33,171.58,225.21,2
14959,2,3089.75,59.4,171.53,227.54,2
14960,2,3089.88,59.45,166.82,229.55,2
14961,2,3090.0,59.47,164.22,229.9,2
14962,2,3090.13,59.51,162.95,229.69,2
14963,2,3090.25,59.54,164.36,230.56,2
14964,2,3090.38,59.56,165.53,231.19,2
14965,2,3090.5,59.59,167.67,231.77,2
14966,2,3090.63,59.61,168.26,232.12,2
14967,2,3090.75,59.65,167.86,234.09,2
14968,2,3090.88,59.7,164.99,236.26,2
14969,2,3091.0,59.73,163.08,236.95,2
14970,2,3091.13,59.78,160.89,239.53,2
14971,2,3091.25,59.85,163.74,240.56,2
14972,2,3091.38,59.88,166.0,238.98,2
14973,2,3091.5,59.94,168.42,234.32,2
14974,2,3091.63,60.0,166.58,231.03,2
14975,2,3091.75,60.03,165.46,230.46,2
14976,2,3091.88,60.09,165.72,232.32,2
14977,2,3092.0,60.12,165.79,234.37,2
14978,2,3092.13,60.17,169.65,238.74,2
14979,2,3092.25,60.21,172.24,241.39,2
14980,2,3092.38,60.23,173.4,241.8,2
14981,2,3092.5,60.26,174.23,241.0,2
14982,2,3092.63,60.3,171.96,238.21,2
14983,2,3092.75,60.31,170.33,237.24,2
14984,2,3092.88,60.34,168.16,237.25,2
14985,2,3093.0,60.38,168.07,236.3,2
14986,2,3093.13,60.39,168.49,235.71,2
14987,2,3093.25,60.43,169.67,237.41,2
14988,2,3093.38,60.47,170.01,240.45,2
14989,2,3093.5,60.48,169.51,241.5,2
14990,2,3093.63,60.52,168.18,244.22,2
14991,2,3093.75,60.54,167.97,245.87,2
14992,2,3093.88,60.57,169.02,246.78,2
14993,2,3094.0,60.6,172.13,243.91,2
14994,2,3094.13,60.61,174.18,242.43,2
14995,2,3094.25,60.64,178.4,240.76,2
14996,2,3094.38,60.65,182.72,241.71,2
14997,2,3094.5,60.66,183.6,243.21,2
14998,2,3094.63,60.66,182.49,246.06,2
14999,2,3094.75,60.66,182.41,248.8,2
15000,2,3094.88,60.66,183.48,250.26,2
15001,2,3095.0,60.65,186.02,250.75,2
15002,2,3095.13,60.64,186.42,250.16,2
15003,2,3095.25,60.64,185.66,251.47,2
15004,2,3095.38,60.64,185.25,254.01,2
15005,2,3095.5,60.64,185.2,253.68,2
15006,2,3095.63,60.64,182.77,251.3,2
15007,2,3095.75,60.65,176.92,250.98,2
15008,2,3095.88,60.66,174.07,250.93,2
15009,2,3096.0,60.67,172.78,249.1,2
15010,2,3096.13,60.67,179.79,250.39,2
15011,2,3096.25,60.66,184.72,253.32,2
15012,2,3096.38,60.62,191.7,257.17,2
15013,2,3096.5,60.55,193.04,253.98,2
15014,2,3096.63,60.5,192.53,252.55,2
15015,2,3096.75,60.36,189.74,253.8,2
15016,2,3096.88,60.27,186.65,254.19,2
15017,2,3097.0,60.06,182.41,251.43,2
15018,2,3097.13,59.81,183.17,250.76,2
15019,2,3097.25,59.68,185.61,251.08,2
15020,2,3097.38,59.39,191.88,247.45,2
15021,2,3097.5,59.09,193.25,239.48,2
15022,2,3097.63,58.94,190.3,235.55,2
15023,2,3097.75,58.67,179.62,227.29,2
15024,2,3097.88,58.45,171.2,218.79,2
15025,2,3098.0,58.36,169.7,215.36,0
15026,2,3098.13,58.23,168.24,211.64,0
15027,2,3098.25,58.19,159.73,211.66,0
15028,2,3098.38,58.19,155.23,211.89,0
15029,2,3098.5,58.27,147.56,209.83,0
15030,2,3098.63,58.33,144.7,207.68,0
15031,2,3098.75,58.5,140.72,206.39,0
15032,2,3098.88,58.72,144.94,214.73,0
15033,2,3099.0,58.84,152.39,221.24,2
15034,2,3099.13,59.11,178.85,235.95,2
15035,2,3099.25,59.37,204.99,247.71,2
15036,2,3099.38,59.49,212.98,250.41,2
15037,2,3099.5,59.71,218.17,247.37,2
15038,2,3099.63,59.87,215.89,240.23,2
15039,2,3099.75,59.94,214.08,238.13,2
15040,2,3099.88,60.03,211.7,237.48,2
15041,2,3100.0,60.06,210.87,238.41,2
15042,2,3100.13,60.08,208.92,239.65,2
15043,2,3100.25,60.06,208.89,238.34,2
15044,2,3100.38,60.04,210.39,237.56,2
15045,2,3100.5,59.97,213.41,237.31,2
15046,2,3100.63,59.87,210.51,235.07,2
15047,2,3100.75,59.81,206.79,232.28,2
15048,2,3100.88,59.68,199.44,228.39,2
15049,2,3101.0,59.53,195.62,229.4,2
15050,2,3101.13,59.44,194.36,229.95,2
15051,2,3101.25,59.27,191.07,230.68,0
15052,2,3101.38,59.08,184.67,234.29,0
15053,2,3101.5,58.99,178.34,236.38,0
15054,2,3101.63,58.79,167.58,236.21,0
15055,2,3101.75,58.7,163.76,233.12,0
15056,2,3101.88,58.51,163.2,222.13,0
15057,2,3102.0,58.34,172.65,210.61,0
15058,2,3102.13,58.26,178.47,207.09,0
15059,2,3102.25,58.11,185.72,204.31,0
15060,2,3102.38,57.99,182.19,205.03,0
15061,2,3102.5,57.93,176.81,206.77,0
15062,2,3102.63,57.84,163.28,211.34,0
15063,2,3102.75,57.76,152.05,210.8,0
15064,2,3102.88,57.73,148.07,208.94,0
15065,2,3103.0,57.69,143.24,206.92,0
15066,2,3103.13,57.67,142.13,207.25,0
15067,2,3103.25,57.63,141.92,208.72,0
15068,2,3103.38,57.61,144.16,210.23,0
15069,2,3103.5,57.59,145.78,210.86,0
15070,2,3103.63,57.58,147.8,211.35,0
15071,2,3103.75,57.56,146.32,211.25,0
15072,2,3103.88,57.56,144.28,211.58,0
15073,2,3104.0,57.56,139.19,212.4,0
15074,2,3104.13,57.58,135.09,209.36,0
15075,2,3104.25,57.6,134.56,206.1,0
15076,2,3104.38,57.65,137.7,201.32,0
15077,2,3104.5,57.74,144.6,199.92,0
15078,2,3104.63,57.79,148.11,199.44,0
15079,2,3104.75,57.92,152.8,201.75,0
15080,2,3104.88,57.99,153.31,204.99,0
15081,2,3105.0,58.15,151.63,209.95,0
15082,2,3105.13,58.32,150.48,209.59,0
15083,2,3105.25,58.41,151.27,209.12,0
15084,2,3105.38,58.57,155.43,210.24,0
15085,2,3105.5,58.73,161.76,212.75,0
15086,2,3105.63,58.8,165.63,213.76,0
15087,2,3105.75,58.92,173.85,216.25,0
15088,2,3105.88,59.01,177.53,220.05,0
15089,2,3106.0,59.04,175.39,221.54,0
15090,2,3106.13,59.09,162.87,224.29,0
15091,2,3106.25,59.1,154.53,226.41,0
15092,2,3106.38,59.1,140.94,230.0,0
15093,2,3106.5,59.08,138.39,228.3,0
15094,2,3106.63,59.06,141.62,226.2,0
15095,2,3106.75,59.01,152.64,223.22,0
15096,2,3106.88,58.95,161.78,223.25,0
15097,2,3107.0,58.91,163.79,224.97,0
15098,2,3107.13,58.83,163.45,232.55,0
15099,2,3107.25,58.74,160.33,240.35,0
15100,2,3107.38,58.7,158.53,242.01,0
15101,2,3107.5,58.61,155.2,241.71,0
15102,2,3107.63,58.53,153.21,239.91,0
15103,2,3107.75,58.49,152.58,238.55,0
15104,2,3107.88,58.43,151.58,234.58,0
15105,2,3108.0,58.41,151.53,232.45,0
15106,2,3108.13,58.38,152.92,230.01,0
15107,2,3108.25,58.37,155.6,228.83,0
15108,2,3108.38,58.37,156.41,228.76,0
15109,2,3108.5,58.38,156.13,228.93,0
15110,2,3108.63,58.41,154.87,228.98,0
15111,2,3108.75,58.43,154.63,228.67,0
15112,2,3108.88,58.48,154.59,227.54,0
15113,2,3109.0,58.54,153.89,226.65,0
15114,2,3109.13,58.56,153.81,226.38,0
15115,2,3109.25,58.61,154.04,226.38,0
15116,2,3109.38,58.63,153.66,228.25,0
15117,2,3109.5,58.68,153.37,229.29,0
15118,2,3109.63,58.72,154.47,230.34,2
15119,2,3109.75,58.74,156.68,230.91,2
15120,2,3109.88,58.78,163.96,232.59,2
15121,2,3110.0,58.81,170.94,232.8,2
15122,2,3110.13,58.83,173.62,232.38,2
15123,2,3110.25,58.85,176.16,231.55,2
15124,2,3110.38,58.88,176.96,231.41,2
15125,2,3110.5,58.88,178.05,232.07,2
15126,2,3110.63,58.88,182.77,235.77,2
15127,2,3110.75,58.86,188.93,238.38,2
15128,2,3110.88,58.85,191.61,238.38,2
15129,2,3111.0,58.81,194.44,238.41,2
15130,2,3111.13,58.74,197.38,242.23,2
15131,2,3111.25,58.63,198.23,244.58,2
15132,2,3111.38,58.5,196.8,242.64,2
15133,2,3111.5,58.44,194.94,242.79,2
15134,2,3111.63,58.22,184.69,236.25,2
15135,2,3111.75,58.09,180.24,224.78,2
15136,2,3111.88,58.03,179.87,222.42,2
15137,2,3112.0,57.88,178.63,221.46,0
15138,2,3112.13,57.82,175.33,217.35,0
15139,2,3112.25,57.79,173.71,216.06,0
15140,2,3112.38,57.77,169.45,211.98,0
15141,2,3112.5,57.75,162.61,202.53,0
15142,2,3112.63,57.75,159.21,199.53,0
15143,2,3112.75,57.76,155.51,200.63,0
15144,2,3112.88,57.76,155.25,202.1,0
15145,2,3113.0,57.77,156.54,205.09,0
15146,2,3113.13,57.77,159.1,210.93,0
15147,2,3113.25,57.77,159.49,211.03,0
15148,2,3113.38,57.78,159.01,210.44,0
15149,2,3113.5,57.8,156.5,208.98,0
15150,2,3113.63,57.82,154.87,207.37,0
15151,2,3113.75,57.86,152.58,203.4,0
15152,2,3113.88,57.94,152.88,199.07,0
15153,2,3114.0,57.99,153.6,198.03,0
15154,2,3114.13,58.11,154.43,200.14,0
15155,2,3114.25,58.18,154.41,201.74,0
15156,2,3114.38,58.34,154.77,204.23,0
15157,2,3114.5,58.52,156.1,210.02,0
15158,2,3114.63,58.71,156.36,213.59,0
15159,2,3114.75,58.9,155.7,212.18,0
15160,2,3114.88,59.09,158.55,214.92,0
15161,2,3115.0,59.18,161.9,217.42,2
15162,2,3115.13,59.35,170.0,221.32,2
15163,2,3115.25,59.5,177.81,226.13,2
15164,2,3115.38,59.56,181.71,229.02,2
15165,2,3115.5,59.67,189.05,232.96,2
15166,2,3115.63,59.75,192.75,233.57,2
15167,2,3115.75,59.79,192.46,233.29,2
15168,2,3115.88,59.83,188.53,234.29,2
15169,2,3116.0,59.85,182.95,238.7,2
15170,2,3116.13,59.85,178.76,241.1,2
15171,2,3116.25,59.83,176.96,241.63,2
15172,2,3116.38,59.82,176.63,242.2,2
15173,2,3116.5,59.77,176.38,240.58,2
15174,2,3116.63,59.72,176.49,236.72,2
15175,2,3116.75,59.69,177.07,235.81,2
15176,2,3116.88,59.62,180.09,234.23,2
15177,2,3117.0,59.54,185.53,229.9,2
15178,2,3117.13,59.5,187.26,228.28,2
15179,2,3117.25,59.44,190.41,225.08,2
15180,2,3117.38,59.42,192.62,223.62,2
15181,2,3117.5,59.38,197.78,222.2,2
15182,2,3117.63,59.35,199.35,222.18,2
15183,2,3117.75,59.35,197.99,222.52,2
15184,2,3117.88,59.35,193.88,223.35,2
15185,2,3118.0,59.37,192.31,222.32,2
15186,2,3118.13,59.38,192.86,221.24,2
15187,2,3118.25,59.42,195.88,220.31,2
15188,2,3118.38,59.46,199.09,221.41,2
15189,2,3118.5,59.49,199.82,222.16,2
15190,2,3118.63,59.53,200.08,224.04,2
15191,2,3118.75,59.57,201.53,226.36,2
15192,2,3118.88,59.59,203.27,227.13,2
15193,2,3119.0,59.62,206.72,227.39,2
15194,2,3119.13,59.63,206.91,227.26,2
15195,2,3119.25,59.64,203.25,227.47,2
15196,2,3119.38,59.64,197.89,226.57,2
15197,2,3119.5,59.64,196.16,225.39,2
15198,2,3119.63,59.64,195.56,223.64,2
15199,2,3119.75,59.63,195.21,225.45,2
15200,2,3119.88,59.63,193.77,227.07,2
15201,2,3120.0,59.62,189.0,228.65,2
15202,2,3120.13,59.62,184.82,227.62,2
15203,2,3120.25,59.62,184.01,226.47,2
15204,2,3120.38,59.62,184.94,222.38,2
15205,2,3120.5,59.62,185.85,220.17,2
15206,2,3120.63,59.63,186.48,218.74,2
15207,2,3120.75,59.63,184.65,222.49,2
15208,2,3120.88,59.62,183.35,226.0,2
15209,2,3121.0,59.61,181.72,232.34,2
15210,2,3121.13,59.58,181.35,234.24,2
15211,2,3121.25,59.56,180.74,233.52,2
15212,2,3121.38,59.51,176.64,232.81,2
15213,2,3121.5,59.44,169.62,228.11,2
15214,2,3121.63,59.39,166.57,224.05,2
15215,2,3121.75,59.3,164.64,219.08,2
15216,2,3121.88,59.18,170.46,219.01,2
15217,2,3122.0,59.08,179.74,219.18,2
15218,2,3122.13,58.96,189.0,220.97,2
15219,2,3122.25,58.9,191.18,222.36,2
15220,2,3122.38,58.78,188.68,223.34,2
15221,2,3122.5,58.67,179.85,220.55,2
15222,2,3122.63,58.62,175.06,218.2,0
15223,2,3122.75,58.53,167.17,212.59,0
15224,2,3122.88,58.47,160.86,208.86,0
15225,2,3123.0,58.45,157.56,208.47,0
15226,2,3123.13,58.43,150.43,208.46,0
15227,2,3123.25,58.43,145.72,208.16,0
15228,2,3123.38,58.44,144.48,208.37,0
15229,2,3123.5,58.46,143.76,209.53,0
15230,2,3123.63,58.49,145.55,210.84,0
15231,2,3123.75,58.5,147.53,211.3,0
15232,2,3123.88,58.5,152.64,212.53,0
15233,2,3124.0,58.49,154.93,214.1,0
15234,2,3124.13,58.45,157.25,218.63,0
15235,2,3124.25,58.36,156.37,220.4,0
15236,2,3124.38,58.31,155.21,220.15,0
15237,2,3124.5,58.17,152.53,220.28,0
15238,2,3124.63,58.0,149.09,218.64,0
15239,2,3124.75,57.9,147.09,216.09,0
15240,2,3124.88,57.71,143.83,211.59,0
15241,2,3125.0,57.52,142.67,209.65,0
15242,2,3125.13,57.42,142.29,207.65,0
15243,2,3125.25,57.25,139.44,201.88,0
15244,2,3125.38,57.18,137.01,199.86,0
15245,2,3125.5,57.06,133.35,198.47,0
15246,2,3125.63,56.98,134.0,198.12,0
15247,2,3125.75,56.96,135.5,198.37,0
15248,2,3125.88,56.95,138.33,200.07,0
15249,2,3126.0,56.99,139.36,201.66,0
15250,2,3126.13,57.03,139.5,201.64,0
15251,2,3126.25,57.15,139.86,199.38,0
15252,2,3126.38,57.3,139.94,197.56,0
15253,2,3126.5,57.39,139.4,198.14,0
15254,2,3126.63,57.6,136.92,199.99,0
15255,2,3126.75,57.83,136.01,200.62,0
15256,2,3126.88,57.95,137.65,202.34,0
15257,2,3127.0,58.2,144.67,209.23,0
15258,2,3127.13,58.33,148.58,211.96,0
15259,2,3127.25,58.58,151.05,213.88,0
15260,2,3127.38,58.82,141.81,217.35,0
15261,2,3127.5,58.93,136.1,219.6,0
15262,2,3127.63,59.14,134.0,221.74,0
15263,2,3127.75,59.33,145.95,221.22,0
15264,2,3127.88,59.41,152.64,220.92,0
15265,2,3128.0,59.57,159.21,222.24,0
15266,2,3128.13,59.7,160.29,225.04,2
15267,2,3128.25,59.76,161.31,226.02,2
15268,2,3128.38,59.87,164.8,227.76,2
15269,2,3128.5,59.91,166.97,228.85,2
15270,2,3128.63,59.99,171.71,230.46,2
15271,2,3128.75,60.05,176.42,230.58,2
15272,2,3128.88,60.07,178.98,230.55,2
15273,2,3129.0,60.11,184.71,230.73,2
15274,2,3129.13,60.14,191.24,231.51,2
15275,2,3129.25,60.16,193.94,232.15,2
15276,2,3129.38,60.18,196.82,233.33,2
15277,2,3129.5,60.21,194.39,235.69,2
15278,2,3129.63,60.22,191.56,237.35,2
15279,2,3129.75,60.24,185.95,238.76,2
15280,2,3129.88,60.27,184.11,238.47,2
15281,2,3130.0,60.28,184.43,239.33,2
15282,2,3130.13,60.32,183.11,242.3,2
15283,2,3130.25,60.33,181.23,243.1,2
15284,2,3130.38,60.35,176.63,244.82,2
15285,2,3130.5,60.38,172.97,243.07,2
15286,2,3130.63,60.39,172.09,241.48,2
15287,2,3130.75,60.41,171.85,241.39,2
15288,2,3130.88,60.43,172.91,244.97,2
15289,2,3131.0,60.45,174.65,247.14,2
15290,2,3131.13,60.47,176.85,246.02,2
15291,2,3131.25,60.49,178.53,243.33,2
15292,2,3131.38,60.49,178.71,241.55,2
15293,2,3131.5,60.51,178.33,237.04,2
15294,2,3131.63,60.52,178.56,236.45,2
15295,2,3131.75,60.52,180.06,238.96,2
15296,2,3131.88,60.52,181.79,238.21,2
15297,2,3132.0,60.52,182.21,238.07,2
15298,2,3132.13,60.51,182.05,239.38,2
15299,2,3132.25,60.5,180.96,239.05,2
15300,2,3132.38,60.49,180.27,239.04,2
15301,2,3132.5,60.46,179.29,240.59,2
15302,2,3132.63,60.42,180.31,243.58,2
15303,2,3132.75,60.39,181.62,244.86,2
15304,2,3132.88,60.33,185.67,243.27,2
15305,2,3133.0,60.23,190.58,236.91,2
15306,2,3133.13,60.17,191.98,234.81,2
15307,2,3133.25,59.98,191.83,231.06,2
15308,2,3133.38,59.86,190.53,228.89,2
15309,2,3133.5,59.52,187.92,227.64,2
15310,2,3133.63,59.04,188.59,231.88,2
15311,2,3133.75,58.74,190.25,234.14,2
15312,2,3133.88,58.0,193.45,236.66,2
15313,2,3134.0,57.11,194.16,239.04,2
15314,2,3134.13,56.61,193.98,240.0,2
15315,2,3134.25,55.54,194.94,236.88,2
15316,2,3134.38,54.44,194.69,226.18,2
15317,2,3134.5,53.91,190.9,219.31,2
15318,2,3134.63,52.96,172.63,203.94,2
15319,2,3134.75,52.24,151.53,191.61,2
15320,2,3134.88,51.99,140.16,188.89,2
15321,2,3135.0,51.75,128.06,187.91,0
15322,2,3135.13,51.77,126.13,188.02,0
15323,2,3135.25,52.05,123.37,190.07,0
15324,2,3135.38,52.65,119.41,193.03,0
15325,2,3135.5,53.03,118.77,194.1,0
15326,2,3135.63,53.93,126.9,200.45,0
15327,2,3135.75,54.9,148.94,212.29,0
15328,2,3135.88,55.38,161.42,216.89,2
15329,2,3136.0,56.27,179.98,223.48,2
15330,2,3136.13,57.03,188.87,229.44,2
15331,2,3136.25,57.34,191.82,230.02,2
15332,2,3136.38,57.83,195.97,226.29,2
15333,2,3136.5,58.0,196.46,224.95,2
15334,2,3136.63,58.2,194.67,225.29,2
15335,2,3136.75,58.25,192.57,223.67,2
15336,2,3136.88,58.21,192.32,222.67,2
15337,2,3137.0,58.08,193.2,224.36,2
15338,2,3137.13,57.85,194.79,227.9,2
15339,2,3137.25,57.71,194.79,226.76,2
15340,2,3137.38,57.4,189.58,217.76,2
15341,2,3137.5,57.07,176.58,206.52,0
15342,2,3137.63,56.91,168.86,201.68,0
15343,2,3137.75,56.6,157.18,195.18,0
15344,2,3137.88,56.32,155.23,195.26,0
15345,2,3138.0,56.14,157.99,198.14,0
15346,2,3138.13,55.95,160.82,199.44,0
15347,2,3138.25,55.88,160.46,198.31,0
15348,2,3138.38,55.78,153.84,194.63,0
15349,2,3138.5,55.73,134.24,191.24,0
15350,2,3138.63,55.72,123.15,190.51,0
15351,2,3138.75,55.73,119.86,193.23,0
15352,2,3138.88,55.78,134.97,198.85,0
15353,2,3139.0,55.81,146.72,201.5,0
15354,2,3139.13,55.88,167.05,206.78,0
15355,2,3139.25,55.97,173.82,208.61,0
15356,2,3139.38,56.02,172.15,207.31,0
15357,2,3139.5,56.12,164.02,202.93,0
15358,2,3139.63,56.18,159.64,200.57,0
15359,2,3139.75,56.3,153.6,197.18,0
15360,2,3139.88,56.44,155.97,199.03,0
15361,2,3140.0,56.51,161.21,201.21,2
15362,2,3140.13,56.66,174.68,203.08,2
15363,2,3140.25,56.81,184.08,202.67,2
15364,2,3140.38,56.89,185.88,202.86,2
15365,2,3140.5,57.05,188.1,203.23,2
15366,2,3140.63,57.2,193.8,203.59,2
15367,2,3140.75,57.28,196.54,204.66,2
15368,2,3140.88,57.43,195.77,206.9,2
15369,2,3141.0,57.59,186.07,206.8,2
15370,2,3141.13,57.67,180.27,206.3,2
15371,2,3141.25,57.82,172.68,204.59,2
15372,2,3141.38,57.9,171.77,203.31,2
15373,2,3141.5,58.04,175.1,201.66,2
15374,2,3141.63,58.18,183.77,203.47,2
15375,2,3141.75,58.25,189.31,206.26,2
15376,2,3141.88,58.37,200.29,213.53,2
15377,2,3142.0,58.48,206.73,219.22,2
15378,2,3142.13,58.52,206.89,221.39,2
15379,2,3142.25,58.61,201.97,223.04,2
15380,2,3142.38,58.69,194.52,219.9,2
15381,2,3142.5,58.72,190.72,218.19,0
15382,2,3142.63,58.79,182.51,216.21,0
15383,2,3142.75,58.82,177.65,215.5,0
15384,2,3142.88,58.89,169.34,214.91,0
15385,2,3143.0,58.95,170.59,216.19,0
15386,2,3143.13,58.98,172.45,216.86,0
15387,2,3143.25,59.03,176.05,217.37,0
15388,2,3143.38,59.08,177.66,217.3,0
15389,2,3143.5,59.1,178.13,217.57,0
15390,2,3143.63,59.13,180.52,219.35,0
15391,2,3143.75,59.15,186.66,223.22,0
15392,2,3143.88,59.15,191.17,226.12,2
15393,2,3144.0,59.15,201.16,232.66,2
15394,2,3144.13,59.13,207.12,234.76,2
15395,2,3144.25,59.11,207.32,231.92,2
15396,2,3144.38,59.08,204.27,221.22,2
15397,2,3144.5,59.06,202.63,216.43,2
15398,2,3144.63,59.03,202.81,212.06,2
15399,2,3144.75,59.01,209.31,212.95,2
15400,2,3144.88,59.01,214.08,215.39,2
15401,2,3145.0,59.01,222.17,223.53,2
15402,2,3145.13,59.04,221.65,225.34,2
15403,2,3145.25,59.07,216.91,221.32,2
15404,2,3145.38,59.15,202.01,211.05,2
15405,2,3145.5,59.25,187.24,203.19,2
15406,2,3145.63,59.3,182.34,201.79,2
15407,2,3145.75,59.43,179.49,206.62,2
15408,2,3145.88,59.55,183.63,215.97,2
15409,2,3146.0,59.61,186.93,220.48,2
15410,2,3146.13,59.71,194.55,228.27,2
15411,2,3146.25,59.74,198.4,230.88,2
15412,2,3146.38,59.78,203.45,234.47,2
15413,2,3146.5,59.77,202.3,239.04,2
15414,2,3146.63,59.74,200.39,242.07,2
15415,2,3146.75,59.65,198.45,248.85,2
15416,2,3146.88,59.49,199.91,249.49,2
15417,2,3147.0,59.4,200.0,245.06,2
15418,2,3147.13,59.16,194.26,230.66,2
15419,2,3147.25,58.88,187.7,219.9,2
15420,2,3147.38,58.73,189.93,216.56,2
15421,2,3147.5,58.4,199.54,212.85,2
15422,2,3147.63,58.23,203.03,213.16,2
15423,2,3147.75,57.87,198.57,216.61,2
15424,2,3147.88,57.5,167.09,213.9,2
15425,2,3148.0,57.31,156.39,209.78,2
15426,2,3148.13,56.92,141.86,204.45,2
15427,2,3148.25,56.51,134.11,205.49,1
15428,2,3148.38,56.3,130.59,206.87,1
15429,2,3148.5,55.87,123.01,209.88,1
15430,2,3148.63,55.42,118.04,210.98,1
15431,2,3148.75,55.2,117.84,210.71,1
15432,2,3148.88,54.76,121.58,209.08,1
15433,2,3149.0,54.37,125.47,205.68,1
15434,2,3149.13,54.19,125.27,204.46,1
15435,2,3149.25,53.91,120.38,204.98,1
15436,2,3149.38,53.81,117.02,205.88,1
15437,2,3149.5,53.7,112.05,205.93,1
15438,2,3149.63,53.73,107.74,203.8,1
15439,2,3149.75,53.81,104.07,202.25,1
15440,2,3149.88,54.07,94.8,197.59,1
15441,2,3150.0,54.48,92.67,192.65,1
15442,2,3150.13,54.72,98.23,192.88,1
15443,2,3150.25,55.27,123.12,200.37,1
15444,2,3150.38,55.88,154.05,209.14,1
15445,2,3150.5,56.18,165.96,212.41,2
15446,2,3150.63,56.78,177.21,217.98,2
15447,2,3150.75,57.06,177.76,219.4,2
15448,2,3150.88,57.58,176.09,218.48,2
15449,2,3151.0,58.04,175.85,216.94,2
15450,2,3151.13,58.24,176.39,216.77,2
15451,2,3151.25,58.58,177.73,217.57,2
15452,2,3151.38,58.86,178.83,220.52,2
15453,2,3151.5,58.98,179.07,221.69,2
